Socioeconomic Score,Study Hours,Sleep Hours,Attendance (%),Grades
0.49963209507789,4.542719682496979,6.868204092333492,69.98021462374321,7.337783305757019
0.960571445127933,5.260920934375193,6.664560481157016,84.80480635075565,16.082261180831892
0.7855951534491241,8.690926538819623,5.8807695625143,73.76000683938,28.258718725690073
0.6789267873576292,4.060039474539029,8.03633335050744,44.99815498670778,4.0155203048713695
0.3248149123539492,8.826847163309541,7.383120802543145,51.13481420701332,30.628656550108463
0.32479561626896214,1.7932098787902233,9.328504961620018,53.15969104185515,3.84026952504991
0.24646688973455957,7.991185934877676,5.160547902410292,55.47185521869069,15.10285791250162
0.8929409166199482,8.627928697492628,8.219339637775631,73.92420351703026,25.358595644772485
0.6808920093945671,2.6363588755360485,8.814744392557806,70.2379467895236,4.358624797564881
0.7664580622368364,4.873118791349804,8.797432845941536,52.18960230185253,11.774113598217038
0.21646759543664196,2.4894979719729005,9.430369835477626,44.053290607341225,4.202353708871857
0.9759278817295955,7.35943716094796,8.64516871414747,50.28593226848308,14.314903243045398
0.8659541126403374,5.818129912554911,9.639050308238481,99.0628787571162,18.165309943396792
0.36987128854262097,6.717910120374889,6.6632829991044575,68.11281698748834,15.363268286466289
0.3454599737656805,2.7683827026059005,7.516047083757716,92.04073028212675,0.0
0.34672360788274703,2.9057127584717755,5.070398316414454,90.9251480001306,10.019582517259103
0.4433937943676302,1.3734759295891572,5.034787936516456,70.69117344777243,0.0
0.6198051453057902,3.8986078167615674,6.2006331022576,82.40126250763261,3.980218678527625
0.5455560149136927,6.037701952003075,5.504035985695427,51.56512062476274,21.057285904894268
0.43298331215843355,8.721414225975959,6.301056839678768,81.3038022956145,15.821836068888839
0.6894823157779035,7.002347027128127,5.885216472641987,56.343074755797375,5.923643283182866
0.3115950885216335,4.918566910597763,5.142600124193241,89.92372580524905,15.410724701301884
0.43371571882817456,9.57808102954724,9.546520732030247,45.02344798653459,22.42588542646245
0.4930894746349534,7.473206805182487,5.0411156569444575,86.38832037311664,17.594741407265634
0.5648559873736287,9.37148682576295,8.680410721685426,45.996214394117175,21.856215097656374
0.8281407691144109,5.748291759449491,5.760739434597583,92.87135421365853,15.52907909371736
0.3597390257266878,3.3301384731382564,9.561148109998001,58.25227108810022,4.561749973330301
0.6113875507308892,1.4754401772824979,9.46397969794943,79.26360188983449,11.069174816035067
0.6739316550896339,7.534763663354655,8.269505731846287,69.25013671721679,11.455756756839644
0.2371603301759982,2.0917269820498072,8.361170749003026,61.97818871574034,7.453692038510133
0.6860358815211507,3.7249761544477047,5.026695709848442,78.72650999100978,12.523045405502181
0.33641929894983325,5.792238170955077,9.92435783056801,96.85137883307428,10.682336623220802
0.25204127438822366,6.0797492900177295,9.389163017879072,42.47618484247731,10.080700998655232
0.9591084298026666,6.4052487728842245,9.47553112865046,95.13117135298626,21.09899300306134
0.9725056264596474,2.4962979731473056,8.29622268525436,76.54489930126081,1.2864411627846888
0.846717878493169,4.417636643394839,6.723934643272683,88.43885804614314,8.010771904734263
0.4436910153386966,6.5547480440527,9.468243245452404,63.032497206056654,20.82341492243048
0.2781376912051071,9.728369781704062,6.457584640755962,68.31057849025683,24.494630621955277
0.7473864212097256,7.548680239297198,7.813557716711014,92.13104510806984,9.885982260097473
0.5521219949916811,9.30343381384562,5.498654861719412,64.89087818858938,31.993880257381623
0.2976305878758231,7.859908524827594,9.60977815066375,72.0795740049451,16.999717518169156
0.5961415280890161,6.325452720031604,5.7038522888560665,41.211695385059976,13.799845350546926
0.22751081689217473,2.728210322227101,6.124484028652036,49.515880350282536,8.099447067199579
0.9274563216630256,7.000170867032617,7.790670790641075,78.50119047848798,20.625811152601905
0.40702398528001354,6.610416093639164,8.820465001064907,83.01861406383263,26.331561690555244
0.7300178274831857,6.422222534115398,8.096756529681494,74.95605620706996,7.755215588260011
0.4493688608715288,5.408072811894167,6.160669564000781,48.598602176536644,17.649943074365144
0.6160544169422486,5.75790943590348,5.004715212637452,66.72432571467009,18.109822060009083
